Iraw[0;1] R It 
0.80059 13.03121 28.76020
0.79980 13.03149 29.22552
0.80093 13.03181 29.76484
0.79858 13.03210 30.24746
0.79624 13.03242 30.77426
0.79761 13.03270 31.22060
0.79736 13.03304 31.75492
0.79625 13.03340 32.31476
0.79691 13.03367 32.73829
0.79468 13.03398 33.20658
0.79478 13.03440 33.83031
0.79576 13.03466 34.21862
0.79240 13.03504 34.77588
0.79321 13.03538 35.27126
0.79209 13.03570 35.73220
0.79121 13.03609 36.27952
0.78875 13.03645 36.78057
0.79120 13.03675 37.17871
0.78940 13.03722 37.82757
0.78931 13.03744 38.12371
0.78774 13.03789 38.72865
0.78499 13.03829 39.25886
0.78481 13.03868 39.76547
0.78562 13.03908 40.27139
0.78547 13.03942 40.70351
0.78318 13.03991 41.32141
0.78195 13.04028 41.78594
0.78095 13.04062 42.21229
0.77983 13.04109 42.78805
0.77515 13.04156 43.36199
0.77791 13.04191 43.78191
0.77681 13.04217 44.08567
0.77422 13.04274 44.75874
0.77557 13.04307 45.14542
0.77302 13.04352 45.66262
0.77494 13.04400 46.22543
0.77572 13.04454 46.82795
0.77197 13.04487 47.20371
0.77124 13.04539 47.78441
0.76750 13.04582 48.26986
0.76723 13.04622 48.71949
0.76495 13.04674 49.28423
0.76580 13.04724 49.82894
0.76294 13.04763 50.24012
0.76422 13.04820 50.85590
0.76476 13.04861 51.29009
0.76408 13.04904 51.74102
0.76131 13.04948 52.21279
0.76125 13.04998 52.72963
0.75914 13.05044 53.21227
0.75889 13.05101 53.79620
0.75049 13.05149 54.28877
0.75347 13.05195 54.74592
0.75437 13.05244 55.24405
0.75372 13.05294 55.74412
0.74927 13.05341 56.21587
0.74787 13.05396 56.76429
0.75098 13.05441 57.20041
0.75028 13.05501 57.79437
0.74794 13.05550 58.27068
0.74634 13.05588 58.64061
0.74787 13.05644 59.18325
0.74023 13.05700 59.71929
0.74666 13.05756 60.24639
0.73378 13.05817 60.83295
0.73970 13.05860 61.23857
0.73115 13.05910 61.70619
0.73691 13.05966 62.23286
0.73520 13.06027 62.80050
0.73276 13.06088 63.37118
0.72838 13.06135 63.79647
0.73006 13.06186 64.26193
0.72673 13.06235 64.72112
0.73254 13.06292 65.23119
0.72058 13.06347 65.73296
0.71619 13.06416 66.36570
0.71716 13.06464 66.79081
0.71672 13.06506 67.17405
0.71136 13.06574 67.77795
0.70114 13.06620 68.19161
0.70552 13.06701 68.91087
0.69960 13.06742 69.26706
0.71313 13.06809 69.85818
0.70398 13.06847 70.20055
0.70398 13.06900 70.65884
0.69979 13.06972 71.29082
0.68823 13.07032 71.80231
0.70044 13.07099 72.39275
0.69067 13.07128 72.64399
0.69727 13.07204 73.30559
0.68359 13.07251 73.70811
0.79761 13.51634 0.81036
0.79858 13.51643 2.80079
0.80591 13.51705 8.18803
0.80200 13.51716 8.81682
0.80688 13.51740 10.05336
0.80640 13.51753 10.61941
0.80371 13.51767 11.28055
0.80607 13.51776 11.61338
0.80363 13.51791 12.24820
0.80664 13.51805 12.78497
0.80182 13.51819 13.27592
0.80249 13.51835 13.84361
0.80420 13.51847 14.27428
0.80505 13.51859 14.70967
0.80103 13.51878 15.24259
0.80208 13.51895 15.77921
0.79907 13.51912 16.25470
0.79956 13.51928 16.74373
0.79679 13.51948 17.31354
0.80103 13.51962 17.73061
0.79810 13.51980 18.14807
0.80115 13.51996 18.66450
0.79941 13.52019 19.17885
0.80005 13.52042 19.81017
0.79950 13.52060 20.23512
0.79810 13.52081 20.72412
0.79810 13.52102 21.20633
0.79717 13.52126 21.74995
0.79769 13.52147 22.21241
0.79754 13.52174 22.79722
0.79487 13.52194 23.21411
0.79621 13.52223 23.80509
0.79370 13.52244 24.22069
0.79582 13.52271 24.80205
0.79272 13.52297 25.28458
0.79414 13.52323 25.83262
0.79245 13.52345 26.19690
0.79126 13.52380 26.83753
0.79182 13.52401 27.23406
0.79256 13.52428 27.71020
0.79429 13.52460 28.28418
0.79104 13.52493 28.86430
0.79146 13.52518 29.30221
0.78854 13.52549 29.77271
0.78896 13.52573 30.22264
0.79214 13.52611 30.85709
0.78882 13.52638 31.25005
0.78809 13.52674 31.83633
0.78811 13.52698 32.22170
0.78491 13.52743 32.85730
0.78456 13.52771 33.30816
0.78529 13.52796 33.68093
0.78499 13.52835 34.28342
0.78354 13.52867 34.74319
0.78190 13.52898 35.20914
0.78402 13.52946 35.89084
0.78141 13.52973 36.24416
0.78062 13.53010 36.74402
0.77995 13.53043 37.22423
0.77992 13.53076 37.66941
0.77737 13.53115 38.19821
0.77993 13.53145 38.62027
0.77803 13.53199 39.28431
0.77521 13.53225 39.67760
0.77702 13.53278 40.34464
0.77454 13.53318 40.84984
0.77240 13.53360 41.32617
0.77104 13.53400 41.83352
0.77185 13.53422 42.14379
0.77243 13.53470 42.76230
0.76969 13.53511 43.22059
0.76892 13.53553 43.74092
0.76920 13.53593 44.20119
0.77063 13.53635 44.67856
0.76724 13.53679 45.23800
0.76725 13.53720 45.70669
0.76416 13.53771 46.27978
0.76287 13.53814 46.73243
0.76440 13.53860 47.24459
0.76386 13.53898 47.73110
0.76001 13.53936 48.12642
0.76280 13.53989 48.73012
0.75970 13.54032 49.17300
0.76245 13.54084 49.77348
0.75781 13.54130 50.28362
0.76001 13.54183 50.81549
0.75670 13.54214 51.16853
0.75382 13.54270 51.74072
0.75313 13.54315 52.18576
0.75132 13.54366 52.74310
0.75138 13.54423 53.31670
0.75376 13.54457 53.68766
0.74787 13.54513 54.29673
0.75354 13.54554 54.70195
0.74745 13.54606 55.20692
0.74469 13.54663 55.78465
0.74390 13.54713 56.26272
0.74692 13.54763 56.77191
0.74082 13.54804 57.19090
0.74194 13.54859 57.70397
0.74445 13.54914 58.26183
0.73381 13.54963 58.70288
0.73596 13.55021 59.27662
0.73456 13.55066 59.72593
0.73438 13.55113 60.17152
0.72941 13.55165 60.68305
0.72918 13.55236 61.32166
0.73071 13.55276 61.72339
0.72820 13.55325 62.19099
0.72495 13.55400 62.85092
0.72791 13.55444 63.25567
0.72325 13.55497 63.74293
0.72015 13.55550 64.26147
0.71712 13.55602 64.72403
0.71598 13.55675 65.36587
0.71338 13.55701 65.66281
0.71153 13.55770 66.25280
0.71167 13.55817 66.67356
0.70662 13.55878 67.17554
0.70825 13.55933 67.70266
0.70227 13.56007 68.36923
0.70317 13.56053 68.80540
0.70125 13.56115 69.31713
0.68726 13.56174 69.82497
0.69927 13.56209 70.16182
0.69226 13.56288 70.82146
0.69409 13.56328 71.20833
0.68742 13.56394 71.75873
0.69295 13.56428 72.10801
0.68514 13.56490 72.62925
0.68521 13.56558 73.19474
0.68075 13.56628 73.79209
0.67749 13.56705 74.48118
0.68750 13.56733 74.69612
0.67212 13.56797 75.19641
0.67310 13.56844 75.61619
0.66479 13.56937 76.40013
0.79419 14.02542 0.11535
0.79834 14.02632 9.27280
0.79663 14.02642 9.79968
0.79541 14.02649 10.13619
0.79712 14.02658 10.54219
0.79907 14.02678 11.37175
0.79541 14.02686 11.74244
0.79639 14.02701 12.33405
0.79728 14.02711 12.71746
0.79679 14.02743 13.83743
0.79728 14.02758 14.35472
0.79688 14.02774 14.85572
0.79536 14.02785 15.23982
0.79468 14.02797 15.62130
0.79671 14.02817 16.20768
0.79443 14.02840 16.89939
0.79159 14.02855 17.29420
0.79468 14.02871 17.77920
0.79253 14.02889 18.20840
0.79058 14.02911 18.82043
0.79102 14.02928 19.23268
0.78960 14.02946 19.69232
0.79116 14.02962 20.08622
0.80005 14.02995 20.86503
0.79211 14.03014 21.30100
0.79341 14.03033 21.72758
0.78938 14.03057 22.25660
0.78799 14.03082 22.77998
0.78657 14.03105 23.27303
0.78695 14.03125 23.71600
0.78862 14.03150 24.22830
0.78695 14.03174 24.71119
0.78654 14.03199 25.17395
0.78430 14.03226 25.69458
0.78507 14.03257 26.28162
0.78558 14.03281 26.74793
0.78442 14.03304 27.12375
0.78271 14.03336 27.71425
0.78607 14.03369 28.31270
0.78284 14.03391 28.68421
0.78247 14.03428 29.31379
0.78377 14.03449 29.67259
0.78110 14.03486 30.28803
0.78176 14.03511 30.69310
0.78345 14.03537 31.12764
0.78070 14.03573 31.69885
0.78064 14.03607 32.21933
0.77686 14.03636 32.67526
0.78040 14.03672 33.21566
0.77700 14.03710 33.77128
0.77694 14.03743 34.28343
0.77702 14.03782 34.83508
0.77596 14.03809 35.23505
0.77525 14.03843 35.70253
0.77417 14.03885 36.32447
0.77466 14.03916 36.74100
0.77450 14.03960 37.30942
0.77314 14.03988 37.73712
0.77380 14.04027 38.23006
0.77352 14.04057 38.64543
0.77197 14.04100 39.21012
0.77106 14.04133 39.63986
0.77222 14.04173 40.15491
0.77057 14.04219 40.75158
0.76866 14.04259 41.26124
0.76890 14.04300 41.75616
0.76807 14.04342 42.27497
0.76582 14.04380 42.74590
0.76414 14.04420 43.23008
0.76274 14.04453 43.62860
0.76447 14.04500 44.20437
0.76312 14.04551 44.78543
0.76157 14.04590 45.24115
0.76019 14.04636 45.78187
0.75806 14.04691 46.41187
0.75846 14.04728 46.83268
0.75645 14.04762 47.22560
0.75374 14.04810 47.75448
0.75708 14.04845 48.13538
0.75486 14.04896 48.70640
0.75317 14.04940 49.21251
0.75159 14.05005 49.89990
0.75171 14.05031 50.17550
0.74810 14.05092 50.82985
0.74768 14.05138 51.32956
0.74595 14.05170 51.68074
0.74455 14.05234 52.34076
0.74536 14.05273 52.73994
0.74565 14.05324 53.24717
0.74233 14.05364 53.67677
0.74152 14.05417 54.21526
0.74010 14.05474 54.80250
0.74221 14.05516 55.23554
0.73883 14.05577 55.83036
0.73315 14.05621 56.27414
0.73267 14.05667 56.72900
0.73364 14.05725 57.31250
0.73237 14.05764 57.69272
0.72225 14.05813 58.17841
0.73641 14.05868 58.66397
0.72932 14.05925 59.24560
0.72485 14.05971 59.68001
0.72719 14.06019 60.14398
0.72021 14.06088 60.80724
0.72674 14.06126 61.13412
0.72046 14.06184 61.71029
0.72073 14.06239 62.21947
0.71792 14.06295 62.74395
0.71663 14.06355 63.28867
0.72114 14.06398 63.71720
0.70923 14.06472 64.36355
0.70825 14.06514 64.78184
0.71395 14.06562 65.19237
0.70599 14.06611 65.65146
0.70215 14.06693 66.36695
0.70013 14.06736 66.76477
0.70308 14.06771 67.09056
0.70152 14.06835 67.65692
0.68970 14.06904 68.28522
0.69611 14.06946 68.64999
0.69885 14.07012 69.23881
0.69165 14.07076 69.79035
0.68511 14.07128 70.26449
0.67993 14.07183 70.74110
0.68140 14.07245 71.27307
0.67041 14.07309 71.82598
0.68433 14.07423 72.78371
0.67603 14.07472 73.20529
0.67896 14.07552 73.89814
0.66724 14.07567 74.02269
0.80151 14.53289 0.81036
0.79761 14.53340 6.96610
0.80151 14.53355 7.88155
0.80249 14.53364 8.38031
0.79761 14.53378 9.15386
0.79834 14.53392 9.86996
0.79810 14.53413 10.87270
0.79907 14.53422 11.22214
0.79956 14.53436 11.82520
0.79871 14.53444 12.13788
0.79744 14.53460 12.76707
0.79688 14.53474 13.30261
0.79663 14.53488 13.75986
0.79451 14.53502 14.23450
0.79846 14.53532 15.19232
0.79419 14.53549 15.75562
0.79512 14.53563 16.17238
0.79529 14.53586 16.84185
0.79468 14.53596 17.11854
0.79482 14.53619 17.77524
0.79272 14.53640 18.31884
0.79419 14.53664 18.90584
0.79419 14.53680 19.32086
0.79199 14.53701 19.87375
0.79409 14.53716 20.20476
0.78955 14.53736 20.72026
0.79199 14.53759 21.24243
0.79097 14.53786 21.83901
0.79023 14.53807 22.29331
0.78988 14.53827 22.72686
0.79207 14.53852 23.25501
0.79028 14.53874 23.69741
0.78766 14.53900 24.23587
0.78821 14.53923 24.69858
0.78680 14.53952 25.26762
0.78760 14.53982 25.85993
0.78625 14.54000 26.20670
0.78401 14.54029 26.74283
0.78380 14.54057 27.24675
0.78505 14.54084 27.74977
0.78374 14.54117 28.29822
0.78394 14.54144 28.77046
0.77996 14.54171 29.26184
0.78040 14.54203 29.77630
0.78333 14.54229 30.20067
0.78247 14.54264 30.76874
0.77612 14.54294 31.27784
0.77967 14.54328 31.79972
0.78169 14.54355 32.22192
0.78035 14.54389 32.74380
0.77920 14.54421 33.24266
0.77856 14.54455 33.73668
0.77698 14.54482 34.13258
0.77773 14.54527 34.79716
0.77384 14.54557 35.24909
0.77431 14.54599 35.82473
0.77620 14.54628 36.22585
0.77214 14.54657 36.65155
0.77417 14.54697 37.21470
0.77252 14.54748 37.88225
0.77222 14.54772 38.21880
0.77068 14.54812 38.74952
0.77281 14.54856 39.30485
0.76587 14.54893 39.80650
0.76693 14.54935 40.35522
0.76575 14.54975 40.83713
0.76575 14.55008 41.24530
0.76434 14.55050 41.79447
0.76495 14.55091 42.28901
0.76501 14.55129 42.76460
0.76421 14.55172 43.29344
0.76318 14.55213 43.75565
0.76189 14.55245 44.16493
0.75903 14.55302 44.83710
0.76058 14.55350 45.37047
0.76030 14.55395 45.89488
0.75506 14.55423 46.24909
0.75635 14.55469 46.75499
0.75643 14.55505 47.15341
0.75303 14.55558 47.76259
0.75708 14.55605 48.28314
0.75498 14.55643 48.68879
0.75143 14.55678 49.10130
0.75269 14.55738 49.73518
0.74780 14.55781 50.16733
0.74341 14.55845 50.90160
0.75049 14.55881 51.25678
0.74710 14.55925 51.73197
0.74544 14.55975 52.25402
0.74341 14.56016 52.68453
0.74194 14.56071 53.21684
0.74069 14.56111 53.69334
0.74337 14.56166 54.22067
0.74236 14.56215 54.73458
0.74235 14.56267 55.24429
0.74127 14.56315 55.72162
0.73755 14.56372 56.30231
0.72974 14.56407 56.66713
0.72892 14.56468 57.28449
0.73374 14.56507 57.61902
0.73325 14.56570 58.24042
0.72859 14.56620 58.73078
0.72478 14.56676 59.26880
0.72894 14.56736 59.84850
0.73009 14.56770 60.16957
0.72646 14.56830 60.74597
0.72168 14.56892 61.31216
0.72054 14.56944 61.80782
0.72339 14.56984 62.18941
0.71597 14.57054 62.85766
0.71669 14.57094 63.20757
0.71118 14.57149 63.73327
0.71395 14.57205 64.24177
0.71899 14.57262 64.74066
0.71265 14.57311 65.19239
0.71008 14.57368 65.72561
0.70028 14.57430 66.29214
0.70715 14.57490 66.82242
0.68774 14.57540 67.30508
0.70546 14.57598 67.78111
0.69450 14.57643 68.20634
0.68872 14.57700 68.72500
0.69784 14.57774 69.33711
0.69287 14.57822 69.76814
0.69482 14.57880 70.25381
0.68762 14.57938 70.79438
0.68774 14.57987 71.22912
0.68823 14.58067 71.92368
0.68257 14.58109 72.27520
0.68774 14.58135 72.50586
0.68066 14.58212 73.17048
0.67749 14.58256 73.56005
0.80493 15.01674 0.17583
0.80396 15.01688 3.69046
0.80103 15.01711 5.95654
0.80249 15.01726 7.01797
0.80005 15.01747 8.34407
0.80298 15.01755 8.75504
0.80054 15.01762 9.12533
0.79895 15.01773 9.72065
0.80086 15.01796 10.75369
0.79419 15.01820 11.81338
0.80127 15.01832 12.24249
0.80122 15.01847 12.83454
0.79663 15.01859 13.25658
0.79598 15.01872 13.72720
0.80176 15.01888 14.28375
0.79608 15.01903 14.77453
0.79517 15.01920 15.31974
0.79077 15.01933 15.73483
0.79507 15.01952 16.29268
0.79346 15.01966 16.70249
0.79321 15.01989 17.34079
0.79012 15.02000 17.66496
0.79443 15.02023 18.26265
0.79553 15.02041 18.73728
0.79224 15.02082 19.78124
0.79338 15.02106 20.35335
0.79215 15.02125 20.79280
0.79370 15.02147 21.29914
0.79321 15.02177 21.99396
0.79065 15.02190 22.27568
0.78992 15.02209 22.68814
0.78947 15.02236 23.26031
0.78805 15.02261 23.77066
0.78833 15.02280 24.15536
0.78711 15.02312 24.79233
0.78784 15.02337 25.28603
0.78849 15.02367 25.85141
0.78845 15.02387 26.24121
0.78369 15.02415 26.76554
0.78418 15.02446 27.30916
0.78507 15.02471 27.76129
0.78654 15.02497 28.21091
0.78402 15.02532 28.82941
0.78076 15.02553 29.20417
0.78467 15.02581 29.66216
0.78414 15.02618 30.28213
0.78354 15.02648 30.77063
0.78115 15.02674 31.17884
0.78149 15.02711 31.76459
0.78110 15.02744 32.27459
0.78125 15.02772 32.70456
0.78068 15.02806 33.23480
0.77893 15.02840 33.73735
0.77625 15.02880 34.34466
0.77598 15.02911 34.79177
0.77688 15.02944 35.25501
0.77557 15.02980 35.77256
0.77739 15.03009 36.17486
0.77544 15.03052 36.78406
0.77075 15.03078 37.14540
0.77344 15.03125 37.77421
0.77349 15.03154 38.16781
0.77300 15.03198 38.75746
0.76866 15.03233 39.21327
0.77054 15.03273 39.73337
0.77117 15.03313 40.25537
0.76743 15.03349 40.71312
0.77100 15.03389 41.21812
0.76758 15.03435 41.78795
0.76617 15.03481 42.35832
0.76333 15.03516 42.77869
0.76253 15.03559 43.30884
0.76286 15.03588 43.66035
0.76392 15.03638 44.24764
0.76154 15.03685 44.81271
0.76229 15.03727 45.28589
0.76011 15.03765 45.73718
0.75811 15.03816 46.32069
0.75702 15.03856 46.77809
0.75610 15.03902 47.29532
0.75356 15.03941 47.73261
0.75692 15.04006 48.44898
0.75275 15.04030 48.72372
0.75260 15.04078 49.24740
0.75160 15.04124 49.75146
0.75293 15.04160 50.14060
0.74821 15.04211 50.67857
0.75024 15.04274 51.34215
0.74900 15.04317 51.79830
0.74263 15.04372 52.38203
0.74333 15.04399 52.66174
0.74585 15.04455 53.24572
0.74204 15.04504 53.74734
0.74451 15.04561 54.32848
0.73877 15.04589 54.62017
0.73956 15.04655 55.28900
0.73979 15.04700 55.72845
0.73843 15.04760 56.32784
0.73504 15.04807 56.79459
0.73663 15.04859 57.30088
0.73462 15.04908 57.78193
0.73031 15.04951 58.21045
0.72876 15.05006 58.73401
0.71938 15.05060 59.27128
0.72852 15.05106 59.70154
0.72811 15.05167 60.27679
0.72257 15.05222 60.80433
0.73169 15.05272 61.28967
0.72052 15.05317 61.70038
0.72070 15.05379 62.27934
0.72485 15.05452 62.97147
0.71818 15.05486 63.27396
0.71470 15.05541 63.78763
0.70886 15.05603 64.35396
0.71248 15.05647 64.75998
0.71421 15.05695 65.19426
0.71191 15.05750 65.68175
0.69409 15.05822 66.34650
0.69946 15.05884 66.89291
0.69495 15.05914 67.17273
0.69930 15.05968 67.66073
0.70048 15.06031 68.21423
0.69321 15.06102 68.84505
0.68921 15.06154 69.30807
0.69556 15.06178 69.51006
0.69055 15.06259 70.22537
0.68547 15.06330 70.85551
0.68665 15.06368 71.19149
0.67668 15.06424 71.67525
0.67179 15.06491 72.25896
0.68726 15.06530 72.59297
0.67676 15.06612 73.29503
0.68188 15.06658 73.70057
0.66406 15.06715 74.18303
0.67114 15.06772 74.66399
0.67285 15.06829 75.15552
0.66333 15.06890 75.68686
0.79663 15.53734 0.81036
0.80103 15.53787 7.06727
0.80127 15.53831 9.60805
0.79810 15.53847 10.36375
0.79907 15.53875 11.56696
0.79700 15.53905 12.73924
0.80249 15.53918 13.22595
0.79614 15.53940 13.98986
0.80493 15.53946 14.18409
0.80298 15.53981 15.32802
0.80184 15.53990 15.59952
0.79468 15.54020 16.49523
0.79272 15.54035 16.94408
0.79932 15.54050 17.37022
0.79468 15.54062 17.69806
0.79602 15.54086 18.35765
0.79858 15.54099 18.67999
0.79602 15.54125 19.34775
0.79753 15.54142 19.75364
0.79175 15.54173 20.49882
0.79797 15.54181 20.69154
0.79722 15.54204 21.21152
0.79441 15.54229 21.78652
0.79194 15.54251 22.27287
0.79675 15.54273 22.75502
0.79242 15.54298 23.27190
0.79061 15.54314 23.62567
0.79116 15.54339 24.12947
0.78638 15.54377 24.86366
0.79061 15.54390 25.13386
0.79053 15.54425 25.81617
0.78931 15.54446 26.22700
0.78882 15.54468 26.63063
0.78800 15.54502 27.26208
0.78667 15.54528 27.70829
0.78768 15.54560 28.26404
0.78564 15.54581 28.63939
0.78693 15.54616 29.22043
0.78442 15.54641 29.66946
0.78470 15.54677 30.25442
0.78401 15.54705 30.71116
0.78345 15.54749 31.39708
0.78357 15.54771 31.76475
0.78625 15.54799 32.19594
0.78528 15.54827 32.63002
0.78345 15.54870 33.26963
0.78052 15.54900 33.74540
0.78345 15.54942 34.35406
0.77822 15.54975 34.82895
0.78015 15.55002 35.23664
0.77808 15.55041 35.77364
0.77698 15.55072 36.22211
0.77759 15.55113 36.79476
0.77710 15.55150 37.29219
0.77645 15.55177 37.67192
0.77455 15.55218 38.21903
0.77428 15.55256 38.72550
0.77431 15.55288 39.14860
0.77389 15.55338 39.79020
0.76929 15.55371 40.20809
0.77222 15.55402 40.62215
0.77139 15.55454 41.27056
0.77124 15.55483 41.62585
0.76706 15.55530 42.20629
0.76729 15.55573 42.73897
0.76606 15.55615 43.26916
0.76489 15.55659 43.78671
0.76477 15.55696 44.23552
0.76668 15.55739 44.72350
0.76343 15.55787 45.28196
0.76180 15.55829 45.77040
0.76056 15.55871 46.26889
0.76001 15.55915 46.75275
0.75769 15.55964 47.30301
0.75806 15.56001 47.73835
0.75652 15.56044 48.20171
0.75494 15.56090 48.72464
0.75232 15.56135 49.21019
0.75255 15.56184 49.75276
0.75165 15.56231 50.25715
0.74976 15.56271 50.66828
0.75262 15.56332 51.32210
0.74829 15.56382 51.84987
0.75138 15.56405 52.11189
0.74858 15.56471 52.75923
0.74536 15.56519 53.28047
0.74365 15.56580 53.91380
0.74321 15.56608 54.19217
0.74165 15.56668 54.79992
0.74292 15.56713 55.26601
0.74041 15.56762 55.75713
0.73763 15.56820 56.31975
0.73950 15.56874 56.85314
0.73975 15.56917 57.28234
0.73804 15.56960 57.70658
0.73596 15.57017 58.25239
0.72827 15.57078 58.83294
0.72697 15.57117 59.20547
0.73218 15.57174 59.78091
0.72757 15.57230 60.31090
0.72864 15.57266 60.64603
0.72690 15.57328 61.24657
0.72144 15.57384 61.74217
0.71362 15.57441 62.27017
0.72229 15.57486 62.71992
0.72437 15.57533 63.16430
0.71821 15.57593 63.70570
0.71761 15.57642 64.15437
0.71216 15.57712 64.79231
0.71826 15.57741 65.07969
0.71050 15.57805 65.64991
0.70760 15.57870 66.23955
0.70972 15.57931 66.78208
0.70581 15.57991 67.31627
0.70462 15.58037 67.71892
0.69946 15.58101 68.28415
0.69153 15.58152 68.73816
0.69084 15.58207 69.23811
0.70386 15.58285 69.90074
0.69507 15.58325 70.30800
0.70923 15.58380 70.76521
0.69897 15.58451 71.39523
0.68742 15.58487 71.70934
0.68840 15.58562 72.33950
0.68091 15.58604 72.72779
0.67554 15.58645 73.08408
0.68604 15.58729 73.80561
0.68091 15.58776 74.18433
0.67993 15.58829 74.67331
0.67017 15.58902 75.29459
0.66577 15.58977 75.93362
0.80249 16.03047 0.12972
0.80347 16.03048 0.73088
0.80347 16.03076 5.20165
0.80396 16.03105 7.41174
0.79736 16.03120 8.28352
0.79614 16.03185 11.45392
0.79858 16.03194 11.80293
0.79761 16.03203 12.18008
0.80151 16.03221 12.84211
0.80078 16.03233 13.28901
0.80200 16.03246 13.74029
0.79761 16.03262 14.29222
0.80054 16.03293 15.29428
0.80070 16.03312 15.87995
0.79761 16.03323 16.22207
0.79810 16.03339 16.68198
0.79989 16.03362 17.33306
0.79631 16.03376 17.70247
0.79240 16.03394 18.20939
0.79688 16.03417 18.79352
0.79487 16.03435 19.26432
0.79028 16.03457 19.80936
0.79333 16.03477 20.30816
0.79386 16.03495 20.71806
0.79595 16.03519 21.25810
0.79224 16.03549 21.94086
0.79403 16.03560 22.19123
0.79356 16.03588 22.78138
0.79395 16.03614 23.33486
0.79012 16.03631 23.71081
0.79565 16.03650 24.06385
0.78901 16.03682 24.72414
0.79175 16.03715 25.36609
0.78914 16.03737 25.78103
0.79077 16.03760 26.22080
0.79028 16.03781 26.61788
0.78931 16.03816 27.26291
0.78911 16.03842 27.72800
0.78589 16.03873 28.25509
0.78892 16.03903 28.78899
0.78833 16.03931 29.28289
0.78748 16.03954 29.65369
0.78410 16.03993 30.30095
0.78394 16.04018 30.69678
0.78613 16.04058 31.32984
0.78276 16.04084 31.76067
0.78198 16.04114 32.22714
0.78512 16.04148 32.75409
0.78019 16.04179 33.22215
0.77783 16.04221 33.86107
0.77975 16.04244 34.18425
0.78091 16.04287 34.81955
0.77788 16.04317 35.23689
0.78133 16.04348 35.67994
0.78076 16.04381 36.16631
0.77747 16.04424 36.76277
0.77544 16.04462 37.28444
0.77698 16.04501 37.81579
0.77393 16.04545 38.41092
0.77563 16.04566 38.66701
0.77629 16.04609 39.23864
0.77290 16.04645 39.70197
0.77417 16.04682 40.19178
0.77319 16.04728 40.77962
0.77200 16.04764 41.22635
0.76477 16.04812 41.82998
0.77021 16.04850 42.29320
0.76496 16.04895 42.84588
0.76699 16.04924 43.20520
0.76603 16.04979 43.84774
0.76177 16.05010 44.22693
0.76717 16.05062 44.84682
0.76392 16.05092 45.20003
0.76013 16.05139 45.72046
0.76111 16.05180 46.21350
0.75822 16.05232 46.79946
0.75513 16.05272 47.23546
0.75887 16.05311 47.69373
0.75649 16.05360 48.24052
0.75452 16.05404 48.72191
0.75429 16.05448 49.20705
0.75403 16.05496 49.72118
0.75061 16.05538 50.18077
0.75110 16.05596 50.79038
0.74764 16.05636 51.22730
0.74995 16.05688 51.77956
0.74752 16.05734 52.25694
0.74836 16.05771 52.64468
0.74791 16.05830 53.24585
0.74780 16.05883 53.80224
0.73706 16.05936 54.34916
0.73790 16.05975 54.73368
0.73901 16.06027 55.27057
0.74341 16.06073 55.71090
0.73669 16.06124 56.22835
0.73869 16.06186 56.82938
0.74292 16.06219 57.14885
0.73413 16.06282 57.79845
0.73204 16.06333 58.28491
0.73096 16.06380 58.73248
0.73535 16.06435 59.27695
0.73283 16.06486 59.73979
0.73035 16.06539 60.26678
0.72742 16.06596 60.81377
0.72269 16.06645 61.26685
0.71890 16.06695 61.74972
0.72423 16.06744 62.19265
0.71777 16.06799 62.70238
0.72085 16.06875 63.39860
0.71688 16.06915 63.77922
0.71606 16.06966 64.25904
0.71899 16.07017 64.71376
0.71021 16.07072 65.22845
0.70767 16.07144 65.86689
0.70996 16.07178 66.17618
0.70483 16.07267 66.95969
0.70557 16.07296 67.23007
0.70884 16.07354 67.77045
0.70247 16.07465 68.73425
0.70874 16.07510 69.15534
0.70483 16.07561 69.58735
0.69572 16.07681 70.66780
0.69434 16.07774 71.44363
0.68555 16.07790 71.57612
0.80347 16.52313 0.10653
0.80396 16.52416 9.87653
0.79858 16.52443 11.11618
0.79972 16.52468 12.15696
0.80298 16.52488 12.89592
0.79940 16.52500 13.33332
0.80005 16.52509 13.68448
0.80444 16.52529 14.32708
0.79822 16.52546 14.88822
0.79810 16.52555 15.19983
0.79810 16.52572 15.71222
0.79663 16.52589 16.23588
0.79651 16.52611 16.87349
0.79800 16.52622 17.18434
0.79824 16.52644 17.78220
0.79492 16.52659 18.18782
0.79980 16.52676 18.62589
0.79590 16.52701 19.25571
0.79362 16.52723 19.81450
0.79679 16.52742 20.27301
0.79858 16.52761 20.70682
0.80005 16.52779 21.13103
0.79224 16.52811 21.88150
0.79362 16.52828 22.23369
0.79199 16.52851 22.74672
0.79333 16.52874 23.22360
0.79012 16.52898 23.71920
0.78931 16.52922 24.22314
0.79175 16.52950 24.79075
0.78833 16.52969 25.14139
0.79028 16.52998 25.68810
0.79565 16.53018 26.05269
0.78784 16.53055 26.77338
0.78703 16.53082 27.26023
0.78952 16.53110 27.76052
0.78800 16.53134 28.18706
0.78455 16.53167 28.76868
0.78589 16.53200 29.30827
0.78950 16.53223 29.69543
0.78418 16.53263 30.36352
0.78628 16.53284 30.70900
0.78276 16.53313 31.18756
0.78433 16.53347 31.72991
0.78101 16.53386 32.33364
0.78324 16.53418 32.80473
0.78076 16.53445 33.23705
0.78137 16.53486 33.83268
0.78117 16.53510 34.18359
0.78135 16.53543 34.67509
0.77808 16.53572 35.11406
